#   N_BLOCK:  ACCEPTANCE:
           1    0.451489
           2    0.451356
           3    0.451302
           4      0.4514
           5    0.451382
           6    0.451301
           7    0.451192
           8    0.451153
           9    0.451156
          10     0.45124
          11     0.45123
          12    0.451255
          13    0.451177
          14    0.451081
          15    0.451095
          16    0.451021
          17    0.450999
          18    0.450999
          19    0.451022
          20    0.450986
