#   N_BLOCK:  ACCEPTANCE:
           1    0.488831
           2    0.488637
           3     0.48876
           4    0.488812
           5    0.488784
           6    0.488767
           7    0.488631
           8    0.488664
           9    0.488625
          10    0.488705
          11    0.488588
          12     0.48861
          13     0.48854
          14    0.488466
          15    0.488436
          16    0.488395
          17    0.488361
          18    0.488462
          19    0.488486
          20    0.488495
