#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.274036    0.274036           0
           2    0.272878    0.273457 0.000409489
           3    0.274644    0.273853 0.000422965
           4    0.273163    0.273681 0.000350601
           5     0.27391    0.273726 0.000283466
           6    0.272391    0.273504 0.000311612
           7    0.272859    0.273412 0.000280381
           8    0.273608    0.273436 0.000246408
           9     0.27207    0.273284 0.000261665
          10    0.272437      0.2732 0.000248847
          11    0.271334     0.27303  0.00027808
          12    0.271959    0.272941 0.000268849
          13    0.276295    0.273199 0.000350791
          14     0.27169    0.273091 0.000341898
          15    0.272862    0.273076 0.000319447
          16    0.272362    0.273031 0.000302584
          17    0.271263    0.272927 0.000302133
          18    0.270785    0.272808 0.000307903
          19    0.271187    0.272723 0.000303283
          20    0.274063     0.27279  0.00029543
