#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.556215   -0.556215           0
           2   -0.555912   -0.556063 0.000106982
           3   -0.556619   -0.556248 0.000167203
           4   -0.557296    -0.55651  0.00025906
           5   -0.556648   -0.556538 0.000208713
           6    -0.55528   -0.556328 0.000258622
           7   -0.556666   -0.556376 0.000226142
           8   -0.556336   -0.556371  0.00019793
           9   -0.556728   -0.556411 0.000179858
          10   -0.555568   -0.556327  0.00018057
          11   -0.556487   -0.556341 0.000164742
          12    -0.55546   -0.556268 0.000166569
          13     -0.5559    -0.55624 0.000156144
          14   -0.556655   -0.556269 0.000147779
          15   -0.555399   -0.556211 0.000148871
          16   -0.556436   -0.556225 0.000140225
          17   -0.556355   -0.556233 0.000132185
          18   -0.556037   -0.556222 0.000125289
          19   -0.555894   -0.556205 0.000119881
          20   -0.556115     -0.5562 0.000113971
