#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0463684   0.0463684           0
           2   0.0407988   0.0435836  0.00196915
           3    0.039146   0.0421044  0.00178383
           4   0.0432952   0.0424021  0.00136249
           5   0.0450512   0.0429319  0.00118855
           6   0.0454708   0.0433551  0.00106312
           7   0.0442744   0.0434864 0.000919318
           8   0.0452956   0.0437126 0.000831754
           9    0.041158   0.0434287 0.000786278
          10   0.0441792   0.0435038 0.000711222
          11   0.0437492   0.0435261 0.000646916
          12   0.0499364   0.0440603 0.000783096
          13     0.04475   0.0441133 0.000724653
          14   0.0426508   0.0440089  0.00068038
          15   0.0476868   0.0442541 0.000677765
          16   0.0470956   0.0444317 0.000658262
          17   0.0431176   0.0443544 0.000624062
          18   0.0443956   0.0443566 0.000589396
          19   0.0443196   0.0443547 0.000558379
          20   0.0432772   0.0443008 0.000533052
