#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.80493    -0.80493           0
           2   -0.804889    -0.80491 1.47078e-05
           3   -0.803939   -0.804586 0.000264291
           4   -0.804713   -0.804618 0.000200107
           5    -0.80299   -0.804292 0.000332356
           6   -0.805694   -0.804526 0.000349532
           7    -0.80481   -0.804566 0.000301955
           8   -0.806685   -0.804831 0.000362162
           9   -0.805382   -0.804892 0.000327045
          10   -0.803376   -0.804741 0.000327613
          11   -0.803593   -0.804636 0.000314011
          12   -0.803514   -0.804543  0.00030146
          13   -0.803313   -0.804448 0.000292743
          14   -0.802709   -0.804324 0.000297029
          15   -0.803578   -0.804274 0.000281355
          16   -0.802829   -0.804184 0.000277896
          17   -0.804954   -0.804229 0.000265212
          18     -0.8067   -0.804366 0.000283786
          19   -0.804558   -0.804377  0.00026903
          20   -0.804064   -0.804361 0.000256032
