#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     10.1718     10.1718           0
           2     10.0448     10.1083   0.0449223
           3     9.97866     10.0651   0.0462786
           4      10.381     10.1441   0.0767062
           5     10.0575     10.1268   0.0632882
           6     10.2385     10.1454   0.0554124
           7     10.3918     10.1806   0.0575994
           8     10.4056     10.2087   0.0568531
           9     10.4732     10.2381   0.0576353
          10     9.81115     10.1954   0.0658122
          11     10.3162     10.2064   0.0607387
          12     10.0238     10.1912   0.0575521
          13     10.1235      10.186     0.05336
          14     9.73446     10.1537   0.0584878
          15     10.1379     10.1527   0.0545981
          16     10.0998     10.1494   0.0512857
          17     10.5501     10.1729   0.0534121
          18     10.8149     10.2086   0.0612063
          19     10.5832     10.2283   0.0610779
          20     10.3522     10.2345   0.0583374
