#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.311143    0.311143           0
           2    0.344781    0.327962   0.0118929
           3    0.306269    0.320731   0.0098855
           4    0.308241    0.317608  0.00789191
           5    0.329174    0.319922  0.00664387
           6    0.329862    0.321578  0.00573941
           7    0.317007    0.320925  0.00495651
           8    0.330602    0.322135  0.00448211
           9    0.329896    0.322997  0.00406621
          10    0.326133    0.323311  0.00367166
          11    0.316513    0.322693  0.00338948
          12    0.338382       0.324  0.00334971
          13     0.32519    0.324092  0.00309329
          14    0.340787    0.325284  0.00309369
          15    0.335288    0.325951  0.00295845
          16    0.332885    0.326384  0.00280511
          17    0.344916    0.327475  0.00284403
          18    0.317102    0.326898  0.00274379
          19    0.338789    0.327524   0.0026698
          20    0.327911    0.327543  0.00253638
