#   N_BLOCK:  ACCEPTANCE:
           1     0.15489
           2    0.154769
           3    0.155013
           4    0.155058
           5    0.155106
           6    0.155195
           7    0.155179
           8    0.155132
           9    0.155232
          10    0.155165
          11    0.154801
          12    0.155035
          13    0.154762
          14     0.15474
          15    0.154876
          16    0.154802
          17    0.154789
          18    0.154878
          19    0.154929
          20    0.154811
