#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.439042    0.439042           0
           2    0.441391    0.440217 0.000830432
           3    0.418021    0.432818  0.00606608
           4    0.440968    0.434856   0.0048797
           5    0.463126     0.44051  0.00638868
           6     0.42187    0.437403  0.00603212
           7    0.440245    0.437809  0.00518403
           8    0.441652     0.43829  0.00455824
           9     0.44694    0.439251  0.00415187
          10    0.425616    0.437887  0.00395424
          11     0.43511    0.437635  0.00360281
          12    0.419899    0.436157  0.00359297
          13    0.421636     0.43504  0.00348588
          14    0.439288    0.435343  0.00325007
          15    0.406301    0.433407  0.00356376
          16    0.428441    0.433097  0.00335451
          17    0.443748    0.433723  0.00321517
          18    0.448632    0.434551  0.00314142
          19    0.439542    0.434814  0.00298704
          20     0.42923    0.434535  0.00285071
