#   N_BLOCK:  ACCEPTANCE:
           1    0.124872
           2    0.125052
           3    0.125153
           4    0.125386
           5     0.12541
           6    0.125535
           7    0.125211
           8     0.12492
           9    0.125117
          10    0.125165
          11     0.12514
          12    0.125443
          13    0.125315
          14    0.125026
          15     0.12516
          16    0.125168
          17    0.125145
          18    0.125295
          19    0.125277
          20    0.125209
