#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1    -0.93125    -0.93125           0
           2   -0.935668   -0.933459  0.00156214
           3   -0.936121   -0.934346  0.00126865
           4   -0.936025   -0.934766  0.00101854
           5   -0.935666   -0.934946 0.000830577
           6   -0.933891    -0.93477   0.0007105
           7   -0.935874   -0.934928 0.000626273
           8   -0.935484   -0.934997 0.000551835
           9    -0.93397   -0.934883 0.000502195
          10   -0.937004   -0.935095 0.000494738
          11   -0.937387   -0.935304 0.000491685
          12   -0.937938   -0.935523 0.000497327
          13   -0.935465   -0.935519 0.000459091
          14   -0.935282   -0.935502 0.000426609
          15   -0.932189   -0.935281 0.000451738
          16   -0.936694   -0.935369 0.000432056
          17   -0.931873   -0.935164 0.000452957
          18   -0.936089   -0.935215   0.0004307
          19   -0.936133   -0.935263 0.000410731
          20    -0.93829   -0.935415 0.000417151
