#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.417125    0.417125           0
           2    0.410091    0.413608  0.00248689
           3    0.423381    0.416866  0.00313421
           4    0.412841     0.41586    0.002507
           5    0.429417    0.418571  0.00314712
           6    0.404453    0.416218  0.00339003
           7    0.421205     0.41693  0.00297965
           8    0.427296    0.418226  0.00287516
           9    0.418834    0.418294  0.00255649
          10    0.434998    0.419964  0.00279376
          11    0.428234    0.420716    0.002639
          12    0.421165    0.420753  0.00241935
          13     0.41993     0.42069  0.00223407
          14    0.428513    0.421249  0.00214325
          15    0.436877    0.422291  0.00223932
          16    0.410767     0.42157  0.00221216
          17    0.438084    0.422542  0.00228538
          18    0.434315    0.423196  0.00225007
          19    0.412901    0.422654  0.00219592
          20    0.409687    0.422006  0.00217973
