#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1  -0.0717672  -0.0717672           0
           2   0.0157556  -0.0280058    0.030944
           3   0.0408992 -0.00503747   0.0278795
           4   -0.011996  -0.0067771   0.0209638
           5   0.0104916 -0.00332336   0.0170532
           6   0.0294532   0.0021394   0.0150605
           7   -0.015814-0.000425371   0.0131256
           8  -0.0110016  -0.0017474   0.0115513
           9   0.0092916-0.000520844   0.0103327
          10   0.0684156   0.0063728   0.0113688
          11   -0.018374  0.00412309   0.0105555
          12   -0.126707 -0.00677943   0.0142332
          13   -0.106614   -0.014459   0.0150683
          14    0.037674  -0.0107352   0.0144448
          15  -0.0846328  -0.0156617   0.0142973
          16   0.0020996  -0.0145516   0.0134467
          17  -0.0558056  -0.0169783   0.0128728
          18   0.0544116  -0.0130122    0.012754
          19   0.0585712 -0.00924467    0.012627
          20  -0.0275736  -0.0101611   0.0120288
