#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.682544   -0.682544           0
           2   -0.684248   -0.683396 0.000602455
           3   -0.680864   -0.682552 0.000797623
           4   -0.682228   -0.682471 0.000602316
           5      -0.681   -0.682177 0.000549022
           6   -0.682708   -0.682265 0.000464602
           7   -0.683372   -0.682423 0.000424277
           8   -0.683816   -0.682597 0.000405381
           9   -0.681588   -0.682485 0.000375536
          10   -0.681144   -0.682351 0.000361144
          11   -0.683824   -0.682485 0.000352259
          12   -0.682768   -0.682509 0.000323692
          13   -0.684212    -0.68264 0.000324228
          14   -0.684556   -0.682777 0.000328695
          15   -0.680784   -0.682644 0.000332543
          16   -0.683452   -0.682694 0.000315572
          17   -0.684236   -0.682785 0.000309767
          18   -0.684728   -0.682893 0.000310798
          19    -0.67992   -0.682736 0.000331495
          20   -0.682644   -0.682732 0.000314952
