#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.380198    0.380198           0
           2    0.369196    0.374697  0.00388974
           3    0.374174    0.374522  0.00259706
           4    0.375528    0.374774  0.00195992
           5    0.370676    0.373954  0.00173079
           6    0.370245    0.373336  0.00154878
           7    0.358461    0.371211   0.0023734
           8    0.372094    0.371321   0.0020793
           9    0.374701    0.371697  0.00188187
          10    0.373732    0.371901  0.00170465
          11    0.369781    0.371708  0.00156054
          12    0.371223    0.371667  0.00143101
          13     0.36784    0.371373  0.00135089
          14    0.375468    0.371666  0.00128568
          15    0.370868    0.371612  0.00120107
          16    0.379264    0.372091  0.00121749
          17    0.371366    0.372048  0.00114662
          18    0.381335    0.372564  0.00119337
          19    0.365089     0.37217  0.00119365
          20    0.367102    0.371917  0.00116056
