#   N_BLOCK:  ACCEPTANCE:
           1   0.0543342
           2   0.0550041
           3    0.054593
           4    0.054325
           5   0.0539015
           6   0.0534861
           7   0.0532376
           8   0.0529382
           9   0.0532734
          10   0.0532995
          11   0.0528126
          12   0.0525985
          13   0.0530019
          14   0.0529561
          15   0.0528477
          16   0.0525647
          17   0.0526909
          18   0.0526633
          19   0.0525742
          20    0.052693
