#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1     0.43133     0.43133           0
           2    0.440598    0.435964  0.00327692
           3    0.421811    0.431247  0.00442827
           4    0.454369    0.437027  0.00600768
           5    0.419478    0.433517  0.00574062
           6    0.411935     0.42992  0.00580234
           7    0.432001    0.430218  0.00498104
           8    0.427156    0.429835  0.00437309
           9    0.390131    0.425423  0.00569291
          10    0.443684    0.427249  0.00540855
          11    0.437963    0.428223  0.00500379
          12    0.470225    0.431723  0.00568055
          13    0.391798    0.428652  0.00601678
          14    0.428972    0.428675  0.00558705
          15    0.459198     0.43071  0.00557284
          16    0.440359    0.431313  0.00525707
          17    0.402182    0.429599  0.00521964
          18    0.466696     0.43166    0.005321
          19    0.429394    0.431541  0.00504229
          20    0.433703    0.431649  0.00479133
