#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.269945    0.269945           0
           2    0.266506    0.268225  0.00121566
           3    0.272246    0.269566  0.00136173
           4    0.273848    0.270636  0.00137935
           5    0.269166    0.270342  0.00113439
           6    0.266162    0.269645  0.00113938
           7    0.271742    0.269945  0.00101522
           8    0.271926    0.270193 0.000918021
           9    0.266826    0.269819 0.000888956
          10    0.266074    0.269444 0.000875381
          11    0.274937    0.269943 0.000927369
          12     0.26969    0.269922 0.000850328
          13    0.263103    0.269398 0.000932772
          14     0.26575    0.269137 0.000901803
          15    0.268824    0.269116 0.000841925
          16    0.267589    0.269021 0.000794701
          17    0.263492    0.268696 0.000811781
          18    0.263614    0.268413 0.000814291
          19    0.275498    0.268786 0.000852551
          20    0.267446    0.268719 0.000812553
