#   N_BLOCK:  ACCEPTANCE:
           1    0.446137
           2    0.445834
           3    0.446017
           4    0.445951
           5    0.446115
           6    0.446055
           7    0.445865
           8    0.445958
           9    0.446043
          10    0.446023
          11    0.446039
          12    0.446023
          13    0.445966
          14    0.445881
          15    0.445936
          16    0.445845
          17    0.445815
          18    0.445845
          19    0.445851
          20    0.445811
