sigma,mu,exp_H,error,acceptance
0.623242,0.806443,-0.450895,0.00183623,0.78524
0.623242,0.806443,-0.450895,0.00183623,0.78524
0.623242,0.806443,-0.450895,0.00183623,0.78239
0.623242,0.806443,-0.450895,0.00183623,0.78437
0.623242,0.806443,-0.450895,0.00183623,0.7847
0.623242,0.806443,-0.450895,0.00183623,0.78421
0.623242,0.806443,-0.450895,0.00183623,0.78468
0.623242,0.806443,-0.450895,0.00183623,0.78348
0.623242,0.806443,-0.450895,0.00183623,0.78496
0.623242,0.806443,-0.450895,0.00183623,0.78351
0.623242,0.806443,-0.450895,0.00183623,0.78432
0.623242,0.806443,-0.450895,0.00183623,0.7859
0.623242,0.806443,-0.450895,0.00183623,0.7832
0.623242,0.806443,-0.450895,0.00183623,0.78546
0.623242,0.806443,-0.450895,0.00183623,0.78574
0.623242,0.806443,-0.450895,0.00183623,0.78376
0.623242,0.806443,-0.450895,0.00183623,0.78346
0.623242,0.806443,-0.450895,0.00183623,0.7863
0.623242,0.806443,-0.450895,0.00183623,0.78164
0.623242,0.806443,-0.450895,0.00183623,0.78089
0.623242,0.806443,-0.450895,0.00183623,0.78443
0.623242,0.806443,-0.450895,0.00183623,0.78425
0.623242,0.806443,-0.450895,0.00183623,0.78383
0.623242,0.806443,-0.450895,0.00183623,0.78401
0.623242,0.806443,-0.450895,0.00183623,0.78701
0.623242,0.806443,-0.450895,0.00183623,0.7839
0.623242,0.806443,-0.450895,0.00183623,0.78194
0.623242,0.806443,-0.450895,0.00183623,0.78589
0.623242,0.806443,-0.450895,0.00183623,0.78439
0.623242,0.806443,-0.450895,0.00183623,0.78242
0.623242,0.806443,-0.450895,0.00183623,0.78847
0.623242,0.806443,-0.450895,0.00183623,0.78291
0.623242,0.806443,-0.450895,0.00183623,0.78208
0.623242,0.806443,-0.450895,0.00183623,0.78145
0.623242,0.806443,-0.450895,0.00183623,0.78312
0.623242,0.806443,-0.450895,0.00183623,0.7854
0.623242,0.806443,-0.450895,0.00183623,0.78577
0.623242,0.806443,-0.450895,0.00183623,0.78303
0.623242,0.806443,-0.450895,0.00183623,0.78721
0.623242,0.806443,-0.450895,0.00183623,0.78747
0.623242,0.806443,-0.450895,0.00183623,0.78708
0.623242,0.806443,-0.450895,0.00183623,0.78404
0.623242,0.806443,-0.450895,0.00183623,0.78151
0.623242,0.806443,-0.450895,0.00183623,0.78661
0.623242,0.806443,-0.450895,0.00183623,0.78415
0.623242,0.806443,-0.450895,0.00183623,0.78405
0.623242,0.806443,-0.450895,0.00183623,0.78522
0.623242,0.806443,-0.450895,0.00183623,0.78527
0.623242,0.806443,-0.450895,0.00183623,0.78423
0.623242,0.806443,-0.450895,0.00183623,0.78303
