sigma,mu,exp_H,error,acceptance
0.625553,0.815468,-0.452069,0.00215535,0.78055
0.625553,0.815468,-0.452069,0.00215535,0.7833
0.625553,0.815468,-0.452069,0.00215535,0.78221
0.625553,0.815468,-0.452069,0.00215535,0.78346
0.625553,0.815468,-0.452069,0.00215535,0.77911
0.625553,0.815468,-0.452069,0.00215535,0.78437
0.625553,0.815468,-0.452069,0.00215535,0.78265
0.625553,0.815468,-0.452069,0.00215535,0.78372
0.625553,0.815468,-0.452069,0.00215535,0.78516
0.625553,0.815468,-0.452069,0.00215535,0.78112
0.625553,0.815468,-0.452069,0.00215535,0.78412
0.625553,0.815468,-0.452069,0.00215535,0.78008
0.625553,0.815468,-0.452069,0.00215535,0.78309
0.625553,0.815468,-0.452069,0.00215535,0.78343
0.625553,0.815468,-0.452069,0.00215535,0.78374
0.625553,0.815468,-0.452069,0.00215535,0.78255
0.625553,0.815468,-0.452069,0.00215535,0.78455
0.625553,0.815468,-0.452069,0.00215535,0.78193
0.625553,0.815468,-0.452069,0.00215535,0.78247
0.625553,0.815468,-0.452069,0.00215535,0.78311
0.625553,0.815468,-0.452069,0.00215535,0.78292
0.625553,0.815468,-0.452069,0.00215535,0.78241
0.625553,0.815468,-0.452069,0.00215535,0.78368
0.625553,0.815468,-0.452069,0.00215535,0.78468
0.625553,0.815468,-0.452069,0.00215535,0.77992
0.625553,0.815468,-0.452069,0.00215535,0.78177
0.625553,0.815468,-0.452069,0.00215535,0.78297
0.625553,0.815468,-0.452069,0.00215535,0.78201
0.625553,0.815468,-0.452069,0.00215535,0.78239
0.625553,0.815468,-0.452069,0.00215535,0.78242
0.625553,0.815468,-0.452069,0.00215535,0.7805
0.625553,0.815468,-0.452069,0.00215535,0.7821
0.625553,0.815468,-0.452069,0.00215535,0.78355
0.625553,0.815468,-0.452069,0.00215535,0.78433
0.625553,0.815468,-0.452069,0.00215535,0.78173
0.625553,0.815468,-0.452069,0.00215535,0.78016
0.625553,0.815468,-0.452069,0.00215535,0.783
0.625553,0.815468,-0.452069,0.00215535,0.78386
0.625553,0.815468,-0.452069,0.00215535,0.78218
0.625553,0.815468,-0.452069,0.00215535,0.78517
0.625553,0.815468,-0.452069,0.00215535,0.78158
0.625553,0.815468,-0.452069,0.00215535,0.77964
0.625553,0.815468,-0.452069,0.00215535,0.78491
0.625553,0.815468,-0.452069,0.00215535,0.78193
0.625553,0.815468,-0.452069,0.00215535,0.78379
0.625553,0.815468,-0.452069,0.00215535,0.78239
0.625553,0.815468,-0.452069,0.00215535,0.78175
0.625553,0.815468,-0.452069,0.00215535,0.78087
0.625553,0.815468,-0.452069,0.00215535,0.78165
0.625553,0.815468,-0.452069,0.00215535,0.78438
0.625553,0.815468,-0.452069,0.00215535,0.78093
0.625553,0.815468,-0.452069,0.00215535,0.78174
0.625553,0.815468,-0.452069,0.00215535,0.78128
0.625553,0.815468,-0.452069,0.00215535,0.78145
0.625553,0.815468,-0.452069,0.00215535,0.78351
0.625553,0.815468,-0.452069,0.00215535,0.78458
0.625553,0.815468,-0.452069,0.00215535,0.78008
0.625553,0.815468,-0.452069,0.00215535,0.78405
0.625553,0.815468,-0.452069,0.00215535,0.78296
0.625553,0.815468,-0.452069,0.00215535,0.77987
0.625553,0.815468,-0.452069,0.00215535,0.78192
0.625553,0.815468,-0.452069,0.00215535,0.78482
0.625553,0.815468,-0.452069,0.00215535,0.78086
0.625553,0.815468,-0.452069,0.00215535,0.78185
0.625553,0.815468,-0.452069,0.00215535,0.78401
0.625553,0.815468,-0.452069,0.00215535,0.78197
0.625553,0.815468,-0.452069,0.00215535,0.78254
0.625553,0.815468,-0.452069,0.00215535,0.78524
0.625553,0.815468,-0.452069,0.00215535,0.7818
0.625553,0.815468,-0.452069,0.00215535,0.78554
0.625553,0.815468,-0.452069,0.00215535,0.7818
0.625553,0.815468,-0.452069,0.00215535,0.78104
0.625553,0.815468,-0.452069,0.00215535,0.78328
0.625553,0.815468,-0.452069,0.00215535,0.78152
0.625553,0.815468,-0.452069,0.00215535,0.78146
0.625553,0.815468,-0.452069,0.00215535,0.78202
0.625553,0.815468,-0.452069,0.00215535,0.7809
0.625553,0.815468,-0.452069,0.00215535,0.7838
0.625553,0.815468,-0.452069,0.00215535,0.78173
0.625553,0.815468,-0.452069,0.00215535,0.78147
0.625553,0.815468,-0.452069,0.00215535,0.78179
0.625553,0.815468,-0.452069,0.00215535,0.78436
0.625553,0.815468,-0.452069,0.00215535,0.7838
0.625553,0.815468,-0.452069,0.00215535,0.78141
0.625553,0.815468,-0.452069,0.00215535,0.78258
0.625553,0.815468,-0.452069,0.00215535,0.78206
0.625553,0.815468,-0.452069,0.00215535,0.78317
0.625553,0.815468,-0.452069,0.00215535,0.78257
0.625553,0.815468,-0.452069,0.00215535,0.78253
0.625553,0.815468,-0.452069,0.00215535,0.78189
0.625553,0.815468,-0.452069,0.00215535,0.78336
0.625553,0.815468,-0.452069,0.00215535,0.78165
0.625553,0.815468,-0.452069,0.00215535,0.78198
0.625553,0.815468,-0.452069,0.00215535,0.7807
0.625553,0.815468,-0.452069,0.00215535,0.78541
0.625553,0.815468,-0.452069,0.00215535,0.78286
0.625553,0.815468,-0.452069,0.00215535,0.78541
0.625553,0.815468,-0.452069,0.00215535,0.78159
0.625553,0.815468,-0.452069,0.00215535,0.78392
0.625553,0.815468,-0.452069,0.00215535,0.78369
