sigma,mu,exp_H,error,acceptance
0.625553,0.815468,-0.452069,0.00215535,0.78283
0.625553,0.815468,-0.452069,0.00215535,0.78431
0.625553,0.815468,-0.452069,0.00215535,0.78088
0.625553,0.815468,-0.452069,0.00215535,0.78295
0.625553,0.815468,-0.452069,0.00215535,0.78497
0.625553,0.815468,-0.452069,0.00215535,0.7815
0.625553,0.815468,-0.452069,0.00215535,0.78267
0.625553,0.815468,-0.452069,0.00215535,0.78337
0.625553,0.815468,-0.452069,0.00215535,0.78285
0.625553,0.815468,-0.452069,0.00215535,0.77952
0.625553,0.815468,-0.452069,0.00215535,0.78159
0.625553,0.815468,-0.452069,0.00215535,0.78308
0.625553,0.815468,-0.452069,0.00215535,0.78352
0.625553,0.815468,-0.452069,0.00215535,0.783
0.625553,0.815468,-0.452069,0.00215535,0.78675
0.625553,0.815468,-0.452069,0.00215535,0.78283
0.625553,0.815468,-0.452069,0.00215535,0.78496
0.625553,0.815468,-0.452069,0.00215535,0.78447
0.625553,0.815468,-0.452069,0.00215535,0.78305
0.625553,0.815468,-0.452069,0.00215535,0.78447
0.625553,0.815468,-0.452069,0.00215535,0.7835
0.625553,0.815468,-0.452069,0.00215535,0.78121
0.625553,0.815468,-0.452069,0.00215535,0.78521
0.625553,0.815468,-0.452069,0.00215535,0.7845
0.625553,0.815468,-0.452069,0.00215535,0.78173
0.625553,0.815468,-0.452069,0.00215535,0.78229
0.625553,0.815468,-0.452069,0.00215535,0.78487
0.625553,0.815468,-0.452069,0.00215535,0.78087
0.625553,0.815468,-0.452069,0.00215535,0.78142
0.625553,0.815468,-0.452069,0.00215535,0.78219
0.625553,0.815468,-0.452069,0.00215535,0.78595
0.625553,0.815468,-0.452069,0.00215535,0.78429
0.625553,0.815468,-0.452069,0.00215535,0.78135
0.625553,0.815468,-0.452069,0.00215535,0.78257
0.625553,0.815468,-0.452069,0.00215535,0.78349
0.625553,0.815468,-0.452069,0.00215535,0.78146
0.625553,0.815468,-0.452069,0.00215535,0.78189
0.625553,0.815468,-0.452069,0.00215535,0.78376
0.625553,0.815468,-0.452069,0.00215535,0.78107
0.625553,0.815468,-0.452069,0.00215535,0.77879
0.625553,0.815468,-0.452069,0.00215535,0.78064
0.625553,0.815468,-0.452069,0.00215535,0.78119
0.625553,0.815468,-0.452069,0.00215535,0.78168
0.625553,0.815468,-0.452069,0.00215535,0.7842
0.625553,0.815468,-0.452069,0.00215535,0.78166
0.625553,0.815468,-0.452069,0.00215535,0.78034
0.625553,0.815468,-0.452069,0.00215535,0.78426
0.625553,0.815468,-0.452069,0.00215535,0.78002
0.625553,0.815468,-0.452069,0.00215535,0.78375
0.625553,0.815468,-0.452069,0.00215535,0.78269
0.625553,0.815468,-0.452069,0.00215535,0.7818
0.625553,0.815468,-0.452069,0.00215535,0.78363
0.625553,0.815468,-0.452069,0.00215535,0.78152
0.625553,0.815468,-0.452069,0.00215535,0.78175
0.625553,0.815468,-0.452069,0.00215535,0.78279
0.625553,0.815468,-0.452069,0.00215535,0.78384
0.625553,0.815468,-0.452069,0.00215535,0.78172
0.625553,0.815468,-0.452069,0.00215535,0.78105
0.625553,0.815468,-0.452069,0.00215535,0.78218
0.625553,0.815468,-0.452069,0.00215535,0.78201
0.625553,0.815468,-0.452069,0.00215535,0.78269
0.625553,0.815468,-0.452069,0.00215535,0.78363
0.625553,0.815468,-0.452069,0.00215535,0.78229
0.625553,0.815468,-0.452069,0.00215535,0.78176
0.625553,0.815468,-0.452069,0.00215535,0.78313
0.625553,0.815468,-0.452069,0.00215535,0.78263
0.625553,0.815468,-0.452069,0.00215535,0.78214
0.625553,0.815468,-0.452069,0.00215535,0.78233
0.625553,0.815468,-0.452069,0.00215535,0.78173
0.625553,0.815468,-0.452069,0.00215535,0.78375
0.625553,0.815468,-0.452069,0.00215535,0.78466
0.625553,0.815468,-0.452069,0.00215535,0.78249
0.625553,0.815468,-0.452069,0.00215535,0.7826
0.625553,0.815468,-0.452069,0.00215535,0.78093
0.625553,0.815468,-0.452069,0.00215535,0.78381
0.625553,0.815468,-0.452069,0.00215535,0.78139
0.625553,0.815468,-0.452069,0.00215535,0.78291
0.625553,0.815468,-0.452069,0.00215535,0.78155
0.625553,0.815468,-0.452069,0.00215535,0.78388
0.625553,0.815468,-0.452069,0.00215535,0.78516
0.625553,0.815468,-0.452069,0.00215535,0.78226
0.625553,0.815468,-0.452069,0.00215535,0.78513
0.625553,0.815468,-0.452069,0.00215535,0.78215
0.625553,0.815468,-0.452069,0.00215535,0.78042
0.625553,0.815468,-0.452069,0.00215535,0.78259
0.625553,0.815468,-0.452069,0.00215535,0.7827
0.625553,0.815468,-0.452069,0.00215535,0.78167
0.625553,0.815468,-0.452069,0.00215535,0.78276
0.625553,0.815468,-0.452069,0.00215535,0.78228
0.625553,0.815468,-0.452069,0.00215535,0.7822
0.625553,0.815468,-0.452069,0.00215535,0.78366
0.625553,0.815468,-0.452069,0.00215535,0.78318
0.625553,0.815468,-0.452069,0.00215535,0.78381
0.625553,0.815468,-0.452069,0.00215535,0.78108
0.625553,0.815468,-0.452069,0.00215535,0.78368
0.625553,0.815468,-0.452069,0.00215535,0.78319
0.625553,0.815468,-0.452069,0.00215535,0.78233
0.625553,0.815468,-0.452069,0.00215535,0.78403
0.625553,0.815468,-0.452069,0.00215535,0.78309
0.625553,0.815468,-0.452069,0.00215535,0.78179
