sigma,mu,exp_H,error,acceptance
0.622674,0.807211,-0.452094,0.00178507,0.78267
0.622674,0.807211,-0.452094,0.00178507,0.78166
0.622674,0.807211,-0.452094,0.00178507,0.78287
0.622674,0.807211,-0.452094,0.00178507,0.7857
0.622674,0.807211,-0.452094,0.00178507,0.78238
0.622674,0.807211,-0.452094,0.00178507,0.78538
0.622674,0.807211,-0.452094,0.00178507,0.7847
0.622674,0.807211,-0.452094,0.00178507,0.78091
0.622674,0.807211,-0.452094,0.00178507,0.78337
0.622674,0.807211,-0.452094,0.00178507,0.78066
0.622674,0.807211,-0.452094,0.00178507,0.78221
0.622674,0.807211,-0.452094,0.00178507,0.78111
0.622674,0.807211,-0.452094,0.00178507,0.78442
0.622674,0.807211,-0.452094,0.00178507,0.78239
0.622674,0.807211,-0.452094,0.00178507,0.78461
0.622674,0.807211,-0.452094,0.00178507,0.78355
0.622674,0.807211,-0.452094,0.00178507,0.78148
0.622674,0.807211,-0.452094,0.00178507,0.78341
0.622674,0.807211,-0.452094,0.00178507,0.7843
0.622674,0.807211,-0.452094,0.00178507,0.7832
0.622674,0.807211,-0.452094,0.00178507,0.78197
0.622674,0.807211,-0.452094,0.00178507,0.78539
0.622674,0.807211,-0.452094,0.00178507,0.78519
0.622674,0.807211,-0.452094,0.00178507,0.78233
0.622674,0.807211,-0.452094,0.00178507,0.78459
0.622674,0.807211,-0.452094,0.00178507,0.78249
0.622674,0.807211,-0.452094,0.00178507,0.78238
0.622674,0.807211,-0.452094,0.00178507,0.78592
0.622674,0.807211,-0.452094,0.00178507,0.78383
0.622674,0.807211,-0.452094,0.00178507,0.7832
0.622674,0.807211,-0.452094,0.00178507,0.78523
0.622674,0.807211,-0.452094,0.00178507,0.78464
0.622674,0.807211,-0.452094,0.00178507,0.78311
0.622674,0.807211,-0.452094,0.00178507,0.78078
0.622674,0.807211,-0.452094,0.00178507,0.77999
0.622674,0.807211,-0.452094,0.00178507,0.78606
0.622674,0.807211,-0.452094,0.00178507,0.78804
0.622674,0.807211,-0.452094,0.00178507,0.78377
0.622674,0.807211,-0.452094,0.00178507,0.78145
0.622674,0.807211,-0.452094,0.00178507,0.78377
0.622674,0.807211,-0.452094,0.00178507,0.78309
0.622674,0.807211,-0.452094,0.00178507,0.78344
0.622674,0.807211,-0.452094,0.00178507,0.78622
0.622674,0.807211,-0.452094,0.00178507,0.78241
0.622674,0.807211,-0.452094,0.00178507,0.78516
0.622674,0.807211,-0.452094,0.00178507,0.78359
0.622674,0.807211,-0.452094,0.00178507,0.78147
0.622674,0.807211,-0.452094,0.00178507,0.78182
0.622674,0.807211,-0.452094,0.00178507,0.77984
0.622674,0.807211,-0.452094,0.00178507,0.78373
