sigma,mu,exp_H,error,acceptance
0.621525,0.805883,-0.44735,0.00271287,0.78676
0.621525,0.805883,-0.44735,0.00271287,0.78373
0.621525,0.805883,-0.44735,0.00271287,0.78362
0.621525,0.805883,-0.44735,0.00271287,0.78394
0.621525,0.805883,-0.44735,0.00271287,0.78401
0.621525,0.805883,-0.44735,0.00271287,0.78382
0.621525,0.805883,-0.44735,0.00271287,0.78424
0.621525,0.805883,-0.44735,0.00271287,0.77889
0.621525,0.805883,-0.44735,0.00271287,0.78293
0.621525,0.805883,-0.44735,0.00271287,0.78277
0.621525,0.805883,-0.44735,0.00271287,0.78372
0.622445,0.806152,-0.446535,0.00249169,0.78354
0.622445,0.806152,-0.446535,0.00249169,0.78093
0.623411,0.805786,-0.446323,0.00264093,0.78392
0.623411,0.805786,-0.446323,0.00264093,0.78241
0.623411,0.805786,-0.446323,0.00264093,0.78711
0.623411,0.805786,-0.446323,0.00264093,0.78256
0.622848,0.805135,-0.446594,0.00262137,0.7838
0.622848,0.805135,-0.446594,0.00262137,0.78192
0.622848,0.805135,-0.446594,0.00262137,0.78672
0.622848,0.805135,-0.446594,0.00262137,0.78323
0.622848,0.805135,-0.446594,0.00262137,0.78428
0.622848,0.805135,-0.446594,0.00262137,0.78765
0.622848,0.805135,-0.446594,0.00262137,0.78629
0.622848,0.805135,-0.446594,0.00262137,0.78394
0.622848,0.805135,-0.446594,0.00262137,0.78288
0.621881,0.80572,-0.447641,0.00249144,0.78484
0.621881,0.80572,-0.447641,0.00249144,0.78326
0.621704,0.804897,-0.447787,0.00233264,0.78059
0.62249,0.805822,-0.449929,0.00204567,0.7833
0.62249,0.805822,-0.449929,0.00204567,0.78555
0.62249,0.805822,-0.449929,0.00204567,0.78521
0.62249,0.805822,-0.449929,0.00204567,0.78443
0.62249,0.805822,-0.449929,0.00204567,0.78197
0.62249,0.805822,-0.449929,0.00204567,0.78375
0.62249,0.805822,-0.449929,0.00204567,0.78272
0.62249,0.805822,-0.449929,0.00204567,0.78459
0.62249,0.805822,-0.449929,0.00204567,0.78635
0.62249,0.805822,-0.449929,0.00204567,0.78473
0.623355,0.806738,-0.448946,0.00235976,0.78665
0.623355,0.806738,-0.448946,0.00235976,0.78563
0.623355,0.806738,-0.448946,0.00235976,0.78404
0.623355,0.806738,-0.448946,0.00235976,0.78215
0.623355,0.806738,-0.448946,0.00235976,0.78652
0.623355,0.806738,-0.448946,0.00235976,0.78324
0.623355,0.806738,-0.448946,0.00235976,0.78432
0.623355,0.806738,-0.448946,0.00235976,0.78284
0.623355,0.806738,-0.448946,0.00235976,0.78284
0.624263,0.806215,-0.446242,0.0023711,0.78356
0.624263,0.806215,-0.446242,0.0023711,0.78446
