#   N_BLOCK:  ACCEPTANCE:
           1    0.159949
           2    0.159776
           3    0.159888
           4    0.160272
           5    0.160124
           6    0.160161
           7    0.160077
           8    0.159809
           9    0.159936
          10    0.160078
          11    0.159869
          12    0.159886
          13     0.15988
          14    0.159752
          15    0.159807
          16    0.159767
          17    0.159951
          18    0.160099
          19    0.160181
          20    0.160164
