#   N_BLOCK:  ACCEPTANCE:
           1    0.497954
           2    0.497662
           3     0.49764
           4    0.497719
           5    0.497709
           6     0.49776
           7    0.497705
           8    0.497805
           9    0.497876
          10    0.497901
          11    0.497828
          12    0.497873
          13    0.497818
          14    0.497707
          15    0.497744
          16    0.497746
          17    0.497673
          18    0.497703
          19     0.49773
          20    0.497728
