#   N_BLOCK:  ACCEPTANCE:
           1   0.0996013
           2    0.099965
           3   0.0997568
           4   0.0993692
           5   0.0991753
           6   0.0992554
           7   0.0989598
           8   0.0990751
           9   0.0995495
          10    0.099514
          11   0.0993799
          12   0.0995155
          13   0.0993466
          14   0.0990064
          15   0.0989354
          16   0.0988847
          17   0.0987896
          18   0.0990413
          19     0.09901
          20   0.0987554
