#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1    0.041548    0.041548           0
           2   -0.035682    0.002933   0.0273049
           3   -0.048852  -0.0143287   0.0230218
           4   -0.033328  -0.0190785   0.0177496
           5    0.072378  -0.0007872    0.021663
           6     0.03974  0.00596733   0.0190765
           7   -0.135156  -0.0141931   0.0248142
           8   -0.080262  -0.0224517   0.0230458
           9    0.075242  -0.0115969   0.0228993
          10    0.029164  -0.0075208    0.020969
          11    -0.03584  -0.0100953   0.0192201
          12    -0.02238   -0.011119   0.0176457
          13    0.059536   -0.005684   0.0171049
          14    0.026208   -0.003406   0.0160341
          15   -0.039622  -0.0058204   0.0151458
          16    0.009032 -0.00489212   0.0142276
          17   -0.037762 -0.00682565   0.0135215
          18   -0.018974 -0.00750056   0.0127871
          19    0.016434 -0.00624084    0.012176
          20    0.093722  -0.0012427   0.0125512
