#   N_BLOCK:  ACCEPTANCE:
           1    0.302687
           2    0.302791
           3    0.303069
           4     0.30327
           5    0.303005
           6    0.302824
           7    0.302671
           8    0.302473
           9    0.302594
          10    0.302401
          11    0.302378
          12     0.30238
          13    0.302423
          14    0.302386
          15     0.30242
          16    0.302403
          17    0.302376
          18    0.302441
          19    0.302507
          20    0.302378
