sigma,mu,exp_H,error,acceptance
0.615449,0.798245,-0.444916,0.00169319,0.57564
0.615449,0.798245,-0.446193,0.00142153,0.57561
0.613016,0.793172,-0.444964,0.00157139,0.573095
0.613016,0.793172,-0.444461,0.00147153,0.574035
0.609465,0.785735,-0.441608,0.00162653,0.569085
0.61316,0.776349,-0.442778,0.00161823,0.570075
0.616479,0.78624,-0.446006,0.00166887,0.573885
0.616479,0.78624,-0.443916,0.00161803,0.57308
0.622956,0.781719,-0.444724,0.00146902,0.576655
0.617479,0.780042,-0.441902,0.0016617,0.57411
0.612586,0.786871,-0.443384,0.00172499,0.574025
0.607938,0.777951,-0.443819,0.00171916,0.57046
0.600929,0.781377,-0.439555,0.00174357,0.567395
0.600929,0.781377,-0.445493,0.00160053,0.56444
0.600929,0.781377,-0.443265,0.00180352,0.566395
0.600929,0.781377,-0.444772,0.00147567,0.56645
0.600929,0.781377,-0.442765,0.00154171,0.56627
0.600929,0.781377,-0.440449,0.00146231,0.565915
0.600929,0.781377,-0.440761,0.00172282,0.5684
0.603689,0.788305,-0.442686,0.00192751,0.57082
0.603349,0.792535,-0.445683,0.00163232,0.570935
0.601948,0.785242,-0.440473,0.00181507,0.567375
0.608548,0.785357,-0.444501,0.00155921,0.573105
0.608548,0.785357,-0.442304,0.00163946,0.571985
0.61519,0.790496,-0.44362,0.00176061,0.574125
0.621215,0.796792,-0.446294,0.00166126,0.575575
0.621215,0.796792,-0.44574,0.00157212,0.57372
0.621215,0.796792,-0.445435,0.00166848,0.57902
0.61925,0.787877,-0.442312,0.00165411,0.576795
0.621246,0.787836,-0.44189,0.00179105,0.57683
0.62877,0.779686,-0.444833,0.00160579,0.57748
0.627763,0.781808,-0.443249,0.00169507,0.57691
0.631785,0.786402,-0.441079,0.00167207,0.57912
0.633343,0.787629,-0.443133,0.00208445,0.582845
0.630176,0.779155,-0.441892,0.00179902,0.57714
0.630176,0.779155,-0.443918,0.00165702,0.580765
0.630176,0.779155,-0.442358,0.00160901,0.57057
0.631995,0.778372,-0.439098,0.00187072,0.57597
0.624313,0.783514,-0.443365,0.00157986,0.57683
0.62701,0.780691,-0.441948,0.00189783,0.575
0.62701,0.780691,-0.444188,0.00176342,0.572025
0.635562,0.773231,-0.442664,0.00188878,0.575775
0.635562,0.773231,-0.438721,0.00198432,0.57979
0.630804,0.77375,-0.441705,0.00161807,0.571805
0.630804,0.77375,-0.440644,0.00197333,0.57889
0.626411,0.770937,-0.442277,0.00170218,0.57472
0.626411,0.770937,-0.442393,0.00146516,0.57567
0.622507,0.769005,-0.442406,0.00168456,0.570495
0.624012,0.76496,-0.43934,0.0014651,0.572605
0.624012,0.76496,-0.442784,0.00159013,0.571645
