sigma,mu,exp_H,error,acceptance
0.612701,0.811242,-0.444218,0.00167093,0.575035
0.605064,0.809346,-0.44407,0.00169354,0.57328
0.61445,0.803589,-0.443686,0.00169625,0.57509
0.623573,0.804811,-0.445188,0.00167343,0.580185
0.624462,0.811683,-0.443048,0.00207843,0.58056
0.624462,0.811683,-0.443447,0.00193295,0.58071
0.62992,0.80675,-0.442859,0.00177005,0.583735
0.633816,0.815794,-0.440283,0.00206679,0.586765
0.626503,0.823778,-0.441766,0.00194995,0.583865
0.626503,0.823778,-0.44336,0.0022998,0.587145
0.626503,0.823778,-0.442832,0.00204211,0.584915
0.626503,0.823778,-0.443963,0.00199908,0.58793
0.626503,0.823778,-0.442002,0.00239101,0.576445
0.624383,0.820956,-0.442351,0.00207965,0.58174
0.620658,0.811902,-0.444281,0.00186553,0.58035
0.621088,0.812104,-0.444866,0.00171106,0.58138
0.621088,0.812104,-0.44439,0.00190849,0.58079
0.614275,0.817466,-0.443627,0.00187853,0.579055
0.61678,0.81217,-0.442111,0.00192698,0.579225
0.620978,0.817074,-0.444133,0.00196587,0.579855
0.611654,0.821589,-0.444284,0.00172559,0.578645
0.611654,0.821589,-0.443765,0.00203261,0.573795
0.611654,0.821589,-0.444522,0.00176844,0.580875
0.607963,0.816819,-0.441545,0.00189319,0.573945
0.607963,0.816819,-0.44394,0.00187609,0.570145
0.601203,0.812228,-0.439528,0.00179663,0.57021
0.608421,0.821017,-0.443884,0.00162516,0.57532
0.608421,0.821017,-0.44327,0.00183872,0.578475
0.608421,0.821017,-0.443208,0.00189245,0.569635
0.612151,0.813396,-0.444131,0.00190751,0.57775
0.612151,0.813396,-0.445806,0.00173694,0.57482
0.612151,0.813396,-0.443665,0.0016612,0.57286
0.607092,0.804996,-0.442263,0.00177835,0.574565
0.606631,0.802307,-0.445355,0.0020216,0.573365
0.613027,0.798645,-0.446308,0.00163743,0.574895
0.613027,0.798645,-0.447726,0.00152761,0.577245
0.619604,0.799975,-0.44161,0.00158483,0.57695
0.619604,0.799975,-0.445243,0.00156289,0.579145
0.619604,0.799975,-0.445343,0.00167365,0.57763
0.619604,0.799975,-0.44569,0.0017697,0.57532
0.619604,0.799975,-0.44475,0.00176639,0.577865
0.615933,0.809272,-0.448847,0.00164811,0.57736
0.612486,0.816324,-0.44354,0.00163505,0.577685
0.612486,0.816324,-0.445229,0.00172499,0.57966
0.619257,0.80963,-0.440873,0.00216,0.578855
0.619257,0.80963,-0.446555,0.00164463,0.5728
0.618797,0.81216,-0.443864,0.0020313,0.58023
0.618797,0.81216,-0.446586,0.00166666,0.57657
0.627572,0.813256,-0.444432,0.00183729,0.584545
0.633591,0.81883,-0.439776,0.00211148,0.58389
