sigma,mu,exp_H,error,acceptance
0.601762,0.782541,-0.441889,0.00153811,0.570385
0.601762,0.782541,-0.438068,0.00155485,0.569725
0.606963,0.787861,-0.444292,0.00151552,0.56954
0.606963,0.787861,-0.443747,0.00160198,0.572485
0.606963,0.787861,-0.445005,0.00126145,0.570815
0.606963,0.787861,-0.44549,0.0015203,0.57233
0.606963,0.787861,-0.446817,0.00166111,0.570295
0.607625,0.787572,-0.446671,0.00151864,0.571515
0.607625,0.787572,-0.444901,0.00155185,0.569225
0.607625,0.787572,-0.443528,0.00158709,0.567335
0.607625,0.787572,-0.442408,0.00147695,0.57244
0.613638,0.793495,-0.443176,0.00176721,0.573975
0.613638,0.793495,-0.44632,0.00168967,0.572365
0.613638,0.793495,-0.445912,0.00164719,0.57027
0.613638,0.793495,-0.444836,0.00162424,0.57432
0.613638,0.793495,-0.447174,0.00154928,0.57155
0.616089,0.791687,-0.446064,0.00188254,0.577145
0.616089,0.791687,-0.44541,0.0014829,0.573875
0.616089,0.791687,-0.44305,0.00189011,0.57716
0.61213,0.793446,-0.444401,0.00187082,0.57265
0.603045,0.793077,-0.44442,0.00165428,0.57014
0.611491,0.798202,-0.444654,0.00146533,0.57347
0.611491,0.798202,-0.444838,0.00174274,0.571925
0.611491,0.798202,-0.445895,0.00183965,0.57436
0.602321,0.794115,-0.443073,0.00158877,0.5698
0.602321,0.794115,-0.447251,0.00152836,0.5734
0.602321,0.794115,-0.443794,0.00157583,0.568015
0.602321,0.794115,-0.4432,0.00172788,0.566525
0.602321,0.794115,-0.443296,0.00167911,0.56608
0.610566,0.802541,-0.44386,0.00152233,0.57328
0.610566,0.802541,-0.444764,0.00190493,0.57662
0.610566,0.802541,-0.445446,0.00190667,0.5695
0.609478,0.802897,-0.446724,0.00175973,0.5743
0.61378,0.804294,-0.442675,0.00204184,0.575935
0.61378,0.804294,-0.446321,0.00170875,0.575385
0.61378,0.804294,-0.445992,0.00141469,0.569535
0.617221,0.798394,-0.444351,0.00183696,0.57804
0.625129,0.806651,-0.442774,0.00166329,0.58272
0.627351,0.802638,-0.445028,0.00163646,0.57935
0.627577,0.811171,-0.444273,0.00183652,0.583575
0.625899,0.801934,-0.441172,0.00194684,0.580385
0.632389,0.802311,-0.442291,0.00192199,0.583625
0.632356,0.806931,-0.443458,0.00233465,0.584305
0.63805,0.799785,-0.442981,0.00176035,0.58544
0.63805,0.799785,-0.442481,0.00208966,0.583405
0.63805,0.799785,-0.443542,0.00195891,0.582985
0.63805,0.799785,-0.44056,0.0019789,0.586105
0.63805,0.799785,-0.441916,0.0022287,0.585755
0.63805,0.799785,-0.440914,0.00216549,0.584855
0.63805,0.799785,-0.443927,0.00176176,0.58209
