sigma,mu,exp_H,error,acceptance
0.630422,0.776726,-0.442283,0.0020132,0.5755
0.579632,1.2084,0.285562,0.0079352,0.415635
0.579632,1.2084,0.285073,0.00812353,0.317565
0.579632,1.2084,0.266043,0.00746329,0.153985
0.579632,1.2084,0.282125,0.00712647,0.294985
0.579632,1.2084,0.284268,0.00830382,0.655255
0.6001,1.03262,-0.215178,0.00444,0.52043
0.6001,1.03262,-0.217038,0.00425716,0.713775
0.6001,1.03262,-0.225258,0.00403495,0.586755
0.6001,1.03262,-0.215752,0.00439438,0.487805
0.6001,1.03262,-0.224176,0.00411606,0.09137
0.6001,1.03262,-0.220369,0.00413987,0.66084
0.6001,1.03262,-0.210074,0.00408703,0.42714
0.6001,1.03262,-0.217686,0.00453349,0.194455
0.357141,0.864558,0.719061,0.0141637,0.345905
0.357141,0.864558,0.724901,0.0144837,0.215365
0.832524,1.34154,2.05686,0.0307061,0.585705
0.832524,1.34154,2.01791,0.0288778,0.735805
0.832524,1.34154,2.06163,0.0346988,0.73887
0.816823,1.12762,0.547066,0.0198782,0.65524
