sigma,mu,exp_H,error,acceptance
0.595717,0.885164,-0.417086,0.00213649,0.48824
0.635842,0.954253,-0.335968,0.0041732,0.579405
0.711679,0.904325,-0.321468,0.00530582,0.624125
0.632044,0.847069,-0.437121,0.00224224,0.58814
0.632044,0.847069,-0.439396,0.00208649,0.51415
0.648547,0.754658,-0.434076,0.00187892,0.57279
0.651179,0.757076,-0.430239,0.0018556,0.574345
0.598293,0.819684,-0.439287,0.00164949,0.56915
0.664992,0.745519,-0.422775,0.00208133,0.570975
0.664992,0.745519,-0.423399,0.00216609,0.61167
0.649737,0.674078,-0.387139,0.00190333,0.52984
0.680728,0.669663,-0.379976,0.00229372,0.526775
0.680728,0.669663,-0.381086,0.00223434,0.566535
0.680728,0.669663,-0.380503,0.0021192,0.52799
0.643265,0.690489,-0.402031,0.00197052,0.542265
0.674321,0.725952,-0.41031,0.00273859,0.55964
0.687441,0.679022,-0.386048,0.00232676,0.53314
0.687441,0.679022,-0.384214,0.00253263,0.487905
0.729583,0.594349,-0.323942,0.00310184,0.49384
0.671957,0.675459,-0.388178,0.00223,0.532425
