sigma,mu,exp_H,error,acceptance
0.552139,0.755791,-0.404165,0.00212505,0.30008
0.552139,0.755791,-0.40328,0.00236246,0.393665
0.552139,0.755791,-0.401312,0.00301654,0.25847
0.552139,0.755791,-0.401428,0.00219405,0.284305
0.552139,0.755791,-0.398899,0.00273248,0.455115
0.612817,0.947788,-0.351506,0.00348642,0.564355
0.612817,0.947788,-0.3608,0.00321543,0.683045
0.612817,0.947788,-0.353972,0.00340753,0.62492
0.612817,0.947788,-0.356013,0.00334803,0.151255
0.612817,0.947788,-0.351469,0.0033927,0.612605
0.612817,0.947788,-0.360656,0.00328567,0.685755
0.612817,0.947788,-0.356168,0.00324544,0.38945
0.612817,0.947788,-0.35754,0.00315821,0.54525
0.612817,0.947788,-0.354107,0.00306632,0.677895
0.810816,0.623269,-0.316136,0.00345835,0.51788
0.810816,0.623269,-0.308861,0.00485221,0.601995
0.810816,0.623269,-0.312237,0.00486142,0.55887
0.810816,0.623269,-0.311526,0.00470833,0.358355
0.974405,0.839396,0.143601,0.018309,0.61201
0.599576,0.832588,-0.433201,0.00196889,0.56975
