#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.295471    0.295471           0
           2    0.295907    0.295689 0.000154091
           3    0.298024    0.296467 0.000643844
           4    0.293013    0.295604 0.000890183
           5    0.296213    0.295726 0.000720449
           6    0.293831     0.29541 0.000666016
           7    0.293075    0.295076 0.000649032
           8    0.303358    0.296112  0.00112264
           9    0.294109    0.295889  0.00101971
          10    0.291555    0.295456  0.00100565
          11    0.301157    0.295974  0.00103923
          12     0.29508    0.295899 0.000955292
          13     0.29129    0.295545 0.000945332
          14     0.28932      0.2951   0.0009768
          15    0.295661    0.295138 0.000912396
          16    0.295404    0.295154 0.000855523
          17    0.293073    0.295032  0.00081391
          18    0.294646     0.29501 0.000768975
          19    0.298956    0.295218 0.000756031
          20    0.290697    0.294992 0.000751267
