#   N_BLOCK:  ACCEPTANCE:
           1    0.415574
           2    0.415312
           3    0.415479
           4    0.415419
           5     0.41522
           6    0.415115
           7     0.41505
           8     0.41515
           9    0.415229
          10    0.415267
          11    0.415244
          12    0.415313
          13    0.415276
          14     0.41517
          15    0.415244
          16    0.415174
          17    0.415128
          18    0.415134
          19    0.415109
          20    0.415034
