#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     24.4527     24.4527           0
           2      19.394     21.9233     1.78854
           3     21.0528     21.6332     1.21567
           4     23.9428     22.2106     1.03988
           5     20.4215     21.8528    0.891341
           6     23.1264      22.065    0.767643
           7     20.4753     21.8379    0.690757
           8     23.7589     22.0781    0.644799
           9     19.8072     21.8257    0.620561
          10     22.1836     21.8615    0.559536
          11      23.141     21.9778    0.520618
          12     26.8768     22.3861    0.616868
          13     20.0023     22.2027    0.596048
          14     22.3964     22.2166    0.553634
          15     22.8568     22.2592    0.518368
          16      22.996     22.3053    0.488011
          17     22.1101     22.2938    0.459439
          18     19.9739     22.1649    0.451631
          19     21.4687     22.1283    0.429345
          20     23.7328     22.2085    0.415305
