#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1   0.0101608   0.0101608           0
           2   0.0016516   0.0059062  0.00300846
           3    0.003532   0.0051148  0.00210716
           4  -0.0056108   0.0024334  0.00280891
           5   0.0009904   0.0021448  0.00226191
           6   -0.003648  0.00117933   0.0020808
           7  -0.0036128 0.000494743  0.00189281
           8   0.0021216   0.0006981   0.0016671
           9   0.0017352 0.000813333  0.00148584
          10  -0.0002824  0.00070376  0.00134129
          11  -0.0108668-0.000348109  0.00157882
          12  -0.0120508 -0.00132333  0.00172231
          13   -0.000808 -0.00128369  0.00159028
          14   0.0009404 -0.00112483   0.0014846
          15  -0.0058892 -0.00144245   0.0014192
          16   0.0058932-0.000983975   0.0014026
          17  -0.0129696 -0.00168901  0.00148677
          18  -0.0029728 -0.00176033  0.00140588
          19   0.0049716 -0.00140602  0.00137581
          20   0.0015728 -0.00125708  0.00131506
