#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.371675    0.371675           0
           2    0.374007    0.372841 0.000824407
           3    0.369883    0.371855 0.000974719
           4      0.3711    0.371666  0.00074907
           5    0.372931    0.371919 0.000640521
           6    0.367517    0.371185 0.000856458
           7    0.368634    0.370821 0.000807954
           8    0.372514    0.371032  0.00073416
           9    0.370583    0.370982 0.000654286
          10    0.369791    0.370863 0.000599603
          11    0.371189    0.370893 0.000545825
          12    0.373731     0.37113 0.000549197
          13    0.370608    0.371089 0.000508414
          14    0.369913    0.371005 0.000478988
          15    0.371639    0.371048 0.000448912
          16    0.370395    0.371007 0.000422705
          17    0.370304    0.370965 0.000399858
          18    0.371258    0.370982 0.000377974
          19    0.374734    0.371179 0.000406424
          20    0.370623    0.371151 0.000387051
