#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     12.0261     12.0261           0
           2     12.1241     12.0751   0.0346608
           3     11.4718      11.874     0.16583
           4     12.1936     11.9539     0.14232
           5     12.2537     12.0139    0.125855
           6     12.3983     12.0779     0.12009
           7       12.33     12.1139    0.108199
           8     11.7901     12.0735    0.101967
           9     11.9646     12.0614   0.0913527
          10     11.6368     12.0189   0.0915549
          11     11.9874      12.016   0.0832766
          12     11.2376     11.9512   0.0984123
          13       11.76     11.9365   0.0919344
          14     11.5932     11.9119   0.0885766
          15     12.7204     11.9658   0.0977036
          16     11.7078     11.9497   0.0929188
          17     11.0671     11.8978    0.100921
          18     11.6129      11.882   0.0965479
          19     11.9816     11.8872   0.0916086
          20     11.6934     11.8775    0.087539
