#   N_BLOCK:  ACCEPTANCE:
           1    0.186126
           2    0.186137
           3     0.18665
           4    0.186564
           5    0.186331
           6     0.18645
           7    0.186327
           8      0.1864
           9    0.186456
          10    0.186612
          11    0.186522
          12    0.186699
          13    0.186706
          14     0.18675
          15    0.186717
          16    0.186747
          17    0.186851
          18    0.187015
          19    0.187035
          20    0.187017
