#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.539466   -0.539466           0
           2   -0.542095    -0.54078  0.00092935
           3   -0.539662   -0.540408 0.000690232
           4   -0.538411   -0.539909 0.000674388
           5   -0.538577   -0.539642 0.000589775
           6   -0.538473   -0.539447 0.000522679
           7   -0.540687   -0.539625 0.000477086
           8   -0.538912   -0.539535 0.000425679
           9   -0.539228   -0.539501 0.000379751
          10   -0.540041   -0.539555 0.000345587
          11   -0.540472   -0.539639 0.000324057
          12   -0.541963   -0.539832 0.000350177
          13   -0.542347   -0.540026 0.000372855
          14   -0.542557   -0.540206 0.000387586
          15   -0.538977   -0.540124 0.000370316
          16   -0.541851   -0.540232 0.000362561
          17   -0.540222   -0.540232 0.000341234
          18   -0.539821   -0.540209 0.000323039
          19   -0.539502   -0.540172 0.000308174
          20   -0.540014   -0.540164 0.000292866
