#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.360255    0.360255           0
           2    0.342986     0.35162  0.00610558
           3     0.36245     0.35523  0.00502559
           4     0.35346    0.354788  0.00378864
           5    0.348119    0.353454   0.0032572
           6    0.359853     0.35452  0.00288363
           7    0.338913    0.352291  0.00322029
           8    0.351698    0.352217  0.00281861
           9    0.359477    0.353023  0.00261834
          10     0.35662    0.353383  0.00238108
          11     0.34773    0.352869  0.00221938
          12    0.356591    0.353179  0.00205599
          13    0.351402    0.353043  0.00190238
          14    0.358528    0.353434  0.00180639
          15    0.348551    0.353109  0.00171506
          16    0.358843    0.353467  0.00164489
          17    0.347002    0.353087  0.00159149
          18    0.359504    0.353443  0.00154248
          19     0.34523    0.353011  0.00152067
          20    0.356122    0.353167  0.00145257
