#   N_BLOCK:  ACCEPTANCE:
           1     0.11174
           2     0.11201
           3    0.112103
           4    0.112354
           5    0.112539
           6    0.112852
           7    0.112711
           8    0.112848
           9    0.113335
          10    0.113536
          11    0.113599
          12     0.11374
          13    0.113647
          14    0.113307
          15    0.113336
          16    0.113124
          17    0.113047
          18    0.113062
          19    0.112891
          20    0.112938
