#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.399621    0.399621           0
           2     0.39411    0.396865  0.00194831
           3    0.406076    0.399935  0.00282325
           4    0.402665    0.400618  0.00219838
           5    0.394563    0.399407  0.00206545
           6    0.403064    0.400016  0.00180888
           7    0.397154    0.399608  0.00159602
           8    0.394112    0.398921  0.00153725
           9    0.395881    0.398583  0.00140305
          10    0.401946    0.398919  0.00130244
          11    0.403186    0.399307  0.00124044
          12    0.403675    0.399671  0.00118927
          13    0.409797     0.40045  0.00132861
          14     0.40361    0.400676  0.00125274
          15    0.414837     0.40162  0.00148288
          16    0.399737    0.401502  0.00139486
          17     0.40307    0.401594  0.00131585
          18    0.400622     0.40154  0.00124386
          19    0.407393    0.401848  0.00121594
          20    0.395781    0.401545  0.00119238
