#   N_BLOCK:  ACCEPTANCE:
           1    0.274797
           2    0.274813
           3    0.275153
           4    0.275399
           5     0.27547
           6    0.275484
           7    0.275333
           8    0.275145
           9    0.275257
          10    0.275239
          11    0.275129
          12    0.275202
          13    0.275245
          14    0.275122
          15    0.275171
          16     0.27518
          17    0.275205
          18    0.275278
          19    0.275349
          20    0.275267
