#   N_BLOCK:  ACCEPTANCE:
           1    0.346091
           2    0.346015
           3    0.346146
           4    0.346462
           5    0.346442
           6    0.346435
           7    0.346299
           8    0.346241
           9    0.346458
          10    0.346436
          11    0.346553
          12    0.346552
          13    0.346462
          14    0.346461
          15    0.346473
          16    0.346382
          17    0.346365
          18    0.346366
          19    0.346307
          20    0.346179
