#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     2.45021     2.45021           0
           2     2.57411     2.51216   0.0438043
           3     2.49695     2.50709   0.0294947
           4     2.43628     2.48939   0.0269137
           5     2.43352     2.47821   0.0237377
           6      2.4123     2.46723   0.0221783
           7     2.43061       2.462   0.0196172
           8     2.31203     2.44325   0.0245385
           9     2.36695     2.43477   0.0232304
          10     2.47039     2.43834   0.0211787
          11     2.38368     2.43337   0.0198276
          12     2.45814     2.43543   0.0182825
          13     2.49025     2.43965   0.0173556
          14     2.30999     2.43039   0.0184219
          15     2.41734     2.42952   0.0172143
          16     2.41389     2.42854   0.0161661
          17     2.46111     2.43046   0.0153282
          18     2.50427     2.43456   0.0150152
          19     2.35677     2.43046   0.0147724
          20     2.53567     2.43572   0.0149411
