#   N_BLOCK:  ACCEPTANCE:
           1    0.490714
           2    0.490503
           3    0.490481
           4    0.490707
           5    0.490771
           6    0.490818
           7    0.490793
           8    0.490872
           9    0.490934
          10    0.490914
          11    0.490793
          12    0.490884
          13    0.490848
          14    0.490726
          15    0.490686
          16    0.490707
          17    0.490669
          18    0.490668
          19    0.490692
          20    0.490675
