#   N_BLOCK:  ACCEPTANCE:
           1    0.491122
           2    0.490939
           3    0.491055
           4    0.491198
           5    0.491109
           6    0.491062
           7    0.490946
           8    0.490977
           9    0.491068
          10    0.491132
          11    0.490995
          12    0.491022
          13    0.490935
          14    0.490814
          15    0.490791
          16    0.490733
          17     0.49071
          18     0.49079
          19    0.490779
          20    0.490781
