#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.292199    0.292199           0
           2    0.291577    0.291888 0.000219963
           3    0.295922    0.293233  0.00110745
           4    0.292029    0.292932 0.000870526
           5    0.292101    0.292766 0.000712091
           6    0.292744    0.292762 0.000593418
           7    0.292443    0.292716 0.000510388
           8     0.29119    0.292526 0.000480953
           9    0.292357    0.292507  0.00042788
          10    0.295079    0.292764 0.000455881
          11    0.296464      0.2931 0.000524017
          12    0.294627    0.293228 0.000495542
          13    0.292692    0.293186 0.000459133
          14     0.29332    0.293196 0.000426437
          15    0.294249    0.293266 0.000403751
          16    0.294138    0.293321 0.000382175
          17    0.295755    0.293464 0.000385588
          18    0.293504    0.293466 0.000364173
          19    0.291235    0.293349 0.000363453
          20     0.29547    0.293455 0.000360428
