#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     -0.0448     -0.0448           0
           2      0.1714      0.0633   0.0764382
           3     0.05898     0.06186   0.0509724
           4    -0.25762    -0.01801    0.079031
           5    -0.04034   -0.022476   0.0633508
           6    -0.11464  -0.0378367   0.0546229
           7     0.08586  -0.0201657   0.0495957
           8    -0.15452    -0.03696   0.0461522
           9      -0.103  -0.0442978   0.0416034
          10     0.01334   -0.038534   0.0378402
          11      0.0845  -0.0273491   0.0360153
          12     -0.2312  -0.0443367   0.0368029
          13    -0.18382  -0.0550662   0.0355015
          14     -0.1974  -0.0652329   0.0343906
          15     0.27596  -0.0424867   0.0388995
          16    -0.03404  -0.0419587   0.0364719
          17     0.06802  -0.0354894   0.0348955
          18      0.1017  -0.0278678    0.033779
          19     0.20816  -0.0154453   0.0342092
          20     -0.1031   -0.019828   0.0327783
