#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.446609    0.446609           0
           2     0.42167    0.434139  0.00881723
           3     0.43885     0.43571  0.00601638
           4    0.441927    0.437264  0.00470876
           5    0.426547     0.43512  0.00422681
           6    0.443647    0.436541  0.00375362
           7    0.436654    0.436558  0.00321743
           8     0.42173    0.434704  0.00330625
           9    0.430256     0.43421   0.0029756
          10    0.440322    0.434821   0.0027401
          11    0.444257    0.435679  0.00262185
          12    0.459861    0.437694  0.00308197
          13    0.433954    0.437406  0.00285829
          14     0.45267    0.438497  0.00285449
          15    0.417517    0.437098  0.00298724
          16    0.448599    0.437817  0.00288572
          17    0.417348    0.436613  0.00295652
          18    0.443901    0.437018  0.00281986
          19    0.418676    0.436052  0.00283187
          20    0.434588    0.435979  0.00269123
