#BLOCK:   ACTUAL_CV:    CV_AVE:      ERROR:
           1    0.196661    0.196661           0
           2    0.195055    0.195858 0.000568014
           3    0.196993    0.196236 0.000488686
           4    0.196405    0.196279 0.000368333
           5     0.19603    0.196229 0.000298003
           6    0.194778    0.195987 0.000332217
           7    0.194706    0.195804 0.000331337
           8    0.195895    0.195815 0.000290113
           9     0.19748       0.196 0.000311291
          10    0.196886    0.196089 0.000292483
          11    0.195917    0.196073 0.000266309
          12    0.193993      0.1959  0.00029519
          13    0.195767     0.19589  0.00027266
          14    0.195135    0.195836 0.000258463
          15     0.19646    0.195877 0.000244559
          16    0.197313    0.195967 0.000245175
          17    0.197201     0.19604  0.00024126
          18    0.196827    0.196083 0.000231791
          19     0.19598    0.196078 0.000219656
          20    0.195874    0.196068  0.00020891
