#   N_BLOCK:  ACCEPTANCE:
           1    0.377778
           2     0.37803
           3    0.378035
           4    0.378225
           5    0.378032
           6    0.378075
           7    0.378015
           8    0.377983
           9    0.378133
          10    0.378174
          11    0.378206
          12     0.37824
          13    0.378161
          14    0.378131
          15    0.378192
          16    0.378165
          17    0.378144
          18    0.378107
          19    0.378104
          20    0.378045
