#BLOCK:   ACTUAL_X:     X_AVE:       ERROR:
           1     19.1481     19.1481           0
           2     15.9405     17.5443     1.13406
           3     17.4429     17.5105    0.756541
           4     18.5539     17.7713    0.610721
           5     15.7806     17.3732    0.604591
           6     17.2249     17.3485    0.504331
           7      16.096     17.1695    0.462938
           8     17.2316     17.1773    0.405135
           9     15.8111     17.0255    0.387518
          10     16.1431     16.9373    0.358672
          11     18.6233     17.0905     0.35732
          12     20.0904     17.3405    0.405673
          13     15.3042     17.1839    0.403576
          14     17.9816     17.2409    0.378751
          15     15.9585     17.1554    0.363022
          16     17.2017     17.1583    0.340344
          17     17.6982       17.19    0.321803
          18     16.2378     17.1371    0.308242
          19     16.6779      17.113    0.292965
          20      18.882     17.2014    0.291364
