#   N_BLOCK:  ACCEPTANCE:
           1    0.431617
           2    0.431467
           3     0.43149
           4    0.431507
           5    0.431459
           6    0.431555
           7    0.431478
           8    0.431554
           9    0.431521
          10    0.431647
          11    0.431659
          12    0.431838
          13    0.431723
          14    0.431666
          15    0.431724
          16    0.431618
          17    0.431574
          18     0.43152
          19    0.431505
          20    0.431444
