#   N_BLOCK:  ACCEPTANCE:
           1    0.405555
           2    0.405449
           3     0.40542
           4    0.405641
           5    0.405359
           6    0.405439
           7    0.405436
           8    0.405427
           9     0.40547
          10    0.405489
          11    0.405453
          12    0.405486
          13     0.40544
          14    0.405455
          15    0.405472
          16    0.405409
          17    0.405364
          18    0.405326
          19    0.405301
          20    0.405239
