#   N_BLOCK:  ACCEPTANCE:
           1    0.531559
           2    0.531505
           3    0.531566
           4    0.531495
           5    0.531626
           6     0.53155
           7    0.531467
           8     0.53146
           9    0.531594
          10    0.531587
          11    0.531576
          12    0.531562
          13    0.531576
          14    0.531514
          15    0.531521
          16    0.531468
          17    0.531404
          18    0.531446
          19    0.531492
          20    0.531506
