#   N_BLOCK:  ACCEPTANCE:
           1    0.270856
           2    0.270816
           3    0.271079
           4    0.271167
           5    0.271273
           6    0.271312
           7    0.271146
           8     0.27101
           9    0.271152
          10    0.271154
          11    0.271046
          12    0.271012
          13    0.271126
          14    0.271062
          15    0.271061
          16    0.270995
          17    0.271002
          18    0.271094
          19     0.27112
          20    0.270951
