#BLOCK:   ACTUAL_M:     M_AVE:       ERROR:
           1     0.71397     0.71397           0
           2    0.609824    0.661897   0.0368212
           3    0.645052    0.656282   0.0249719
           4    0.722984    0.672957   0.0236501
           5    0.588136    0.655993   0.0242528
           6    0.598302    0.646378   0.0220344
           7    0.677586    0.650836   0.0193324
           8    0.653388    0.651155   0.0169185
           9    0.632284    0.649058    0.015168
          10    0.530258    0.637178   0.0177025
          11    0.519044    0.626439   0.0190746
          12    0.658156    0.629082   0.0176672
          13    0.633596    0.629429   0.0163116
          14     0.72139    0.635998   0.0164159
          15     0.66795    0.638128   0.0154591
          16    0.702444    0.642148   0.0150064
          17    0.647278     0.64245   0.0141267
          18    0.633366    0.641945   0.0133509
          19     0.68877    0.644409   0.0128737
          20    0.574084    0.640893   0.0127011
