#BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
           1   -0.964207   -0.964207           0
           2   -0.957476   -0.960842  0.00237974
           3   -0.955573   -0.959086  0.00213854
           4    -0.96544   -0.960674  0.00211306
           5   -0.961195   -0.960778  0.00169301
           6   -0.956518   -0.960068  0.00155261
           7   -0.957628    -0.95972   0.0013694
           8    -0.95866   -0.959587  0.00120461
           9    -0.95467   -0.959041  0.00118824
          10   -0.950045   -0.958141  0.00136818
          11   -0.950765   -0.957471  0.00139851
          12   -0.960635   -0.957734  0.00130659
          13   -0.956224   -0.957618  0.00121124
          14    -0.96762   -0.958333  0.00131868
          15   -0.959543   -0.958413  0.00123324
          16   -0.963417   -0.958726  0.00119515
          17   -0.961194   -0.958871  0.00113363
          18   -0.959387     -0.9589  0.00107101
          19   -0.962347   -0.959081   0.0010299
          20   -0.953958   -0.958825  0.00100976
